,n_rows,n_columns,column_names,row_example,n_values,n_squamous,n_ndbe,n_neoplasia,n_zeroes,n_nulls,n_negatives,dtypes,n_float64,n_int64,n_unique,top10_ranges,bottom10_ranges
0,715,434,"['feature_1', 'feature_2', 'feature_3', '...', 'feature_432', 'feature_433', 'label']","[1.3113, 1.3093, 1.2225, '...', 0.084531, 0.042246, 3]",310310,159,320,236,715,0,57,"[dtype('float64'), dtype('int64')]",433,1,145211,"{'feature_127': 5.10342, 'feature_128': 5.0939499999999995, 'feature_123': 5.01679, 'feature_129': 4.96903, 'feature_131': 4.956600000000001, 'feature_125': 4.9508399999999995, 'feature_126': 4.921209999999999, 'feature_130': 4.91711, 'feature_120': 4.877619999999999, 'feature_119': 4.86939}","{'feature_355': 0.17462, 'feature_357': 0.17762, 'feature_353': 0.17836, 'feature_358': 0.17855, 'feature_356': 0.17867943, 'feature_354': 0.18157572000000002, 'feature_359': 0.18625, 'feature_360': 0.18784, 'feature_344': 0.1892599999999999, 'feature_345': 0.18952}"
